files,sample_accession
HRR233776_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233776/HRR233776_f1.fastq.gz,HRS170526
HRR233776_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233776/HRR233776_r2.fastq.gz,HRS170526
HRR233777_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233777/HRR233777_f1.fastq.gz,HRS170527
HRR233777_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233777/HRR233777_r2.fastq.gz,HRS170527
HRR233778_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233778/HRR233778_f1.fastq.gz,HRS170528
HRR233778_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233778/HRR233778_r2.fastq.gz,HRS170528
HRR233779_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233779/HRR233779_f1.fastq.gz,HRS170529
HRR233779_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233779/HRR233779_r2.fastq.gz,HRS170529
HRR233780_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233780/HRR233780_f1.fastq.gz,HRS170530
HRR233780_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233780/HRR233780_r2.fastq.gz,HRS170530
HRR233781_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233781/HRR233781_f1.fastq.gz,HRS170531
HRR233781_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233781/HRR233781_r2.fastq.gz,HRS170531
HRR233782_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233782/HRR233782_f1.fastq.gz,HRS170532
HRR233782_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233782/HRR233782_r2.fastq.gz,HRS170532
HRR233783_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233783/HRR233783_f1.fastq.gz,HRS170533
HRR233783_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233783/HRR233783_r2.fastq.gz,HRS170533
HRR233784_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233784/HRR233784_f1.fastq.gz,HRS170534
HRR233784_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233784/HRR233784_r2.fastq.gz,HRS170534
HRR233785_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233785/HRR233785_f1.fastq.gz,HRS170535
HRR233785_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233785/HRR233785_r2.fastq.gz,HRS170535
HRR233786_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233786/HRR233786_f1.fastq.gz,HRS170536
HRR233786_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233786/HRR233786_r2.fastq.gz,HRS170536
HRR233787_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233787/HRR233787_f1.fastq.gz,HRS170537
HRR233787_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233787/HRR233787_r2.fastq.gz,HRS170537
HRR233788_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233788/HRR233788_f1.fastq.gz,HRS170538
HRR233788_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233788/HRR233788_r2.fastq.gz,HRS170538
HRR233789_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233789/HRR233789_f1.fastq.gz,HRS170539
HRR233789_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233789/HRR233789_r2.fastq.gz,HRS170539
HRR233790_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233790/HRR233790_f1.fastq.gz,HRS170540
HRR233790_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233790/HRR233790_r2.fastq.gz,HRS170540
HRR233791_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233791/HRR233791_f1.fastq.gz,HRS170541
HRR233791_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233791/HRR233791_r2.fastq.gz,HRS170541
HRR233792_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233792/HRR233792_f1.fastq.gz,HRS170542
HRR233792_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233792/HRR233792_r2.fastq.gz,HRS170542
HRR233793_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233793/HRR233793_f1.fastq.gz,HRS170543
HRR233793_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233793/HRR233793_r2.fastq.gz,HRS170543
HRR233794_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233794/HRR233794_f1.fastq.gz,HRS170544
HRR233794_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233794/HRR233794_r2.fastq.gz,HRS170544
HRR233795_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233795/HRR233795_f1.fastq.gz,HRS170545
HRR233795_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233795/HRR233795_r2.fastq.gz,HRS170545
HRR233796_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233796/HRR233796_f1.fastq.gz,HRS170546
HRR233796_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233796/HRR233796_r2.fastq.gz,HRS170546
HRR233797_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233797/HRR233797_f1.fastq.gz,HRS170547
HRR233797_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233797/HRR233797_r2.fastq.gz,HRS170547
HRR233798_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233798/HRR233798_f1.fastq.gz,HRS170548
HRR233798_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233798/HRR233798_r2.fastq.gz,HRS170548
HRR233799_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233799/HRR233799_f1.fastq.gz,HRS170549
HRR233799_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233799/HRR233799_r2.fastq.gz,HRS170549
HRR233800_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233800/HRR233800_f1.fastq.gz,HRS170550
HRR233800_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233800/HRR233800_r2.fastq.gz,HRS170550
HRR233801_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233801/HRR233801_f1.fastq.gz,HRS170551
HRR233801_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233801/HRR233801_r2.fastq.gz,HRS170551
HRR233802_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233802/HRR233802_f1.fastq.gz,HRS170552
HRR233802_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233802/HRR233802_r2.fastq.gz,HRS170552
HRR233803_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233803/HRR233803_f1.fastq.gz,HRS170553
HRR233803_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233803/HRR233803_r2.fastq.gz,HRS170553
HRR233804_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233804/HRR233804_f1.fastq.gz,HRS170554
HRR233804_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233804/HRR233804_r2.fastq.gz,HRS170554
HRR233805_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233805/HRR233805_f1.fastq.gz,HRS170555
HRR233805_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233805/HRR233805_r2.fastq.gz,HRS170555
HRR233806_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233806/HRR233806_f1.fastq.gz,HRS170556
HRR233806_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233806/HRR233806_r2.fastq.gz,HRS170556
HRR233807_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233807/HRR233807_f1.fastq.gz,HRS170557
HRR233807_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233807/HRR233807_r2.fastq.gz,HRS170557
HRR233808_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233808/HRR233808_f1.fastq.gz,HRS170558
HRR233808_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233808/HRR233808_r2.fastq.gz,HRS170558
HRR233809_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233809/HRR233809_f1.fastq.gz,HRS170559
HRR233809_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233809/HRR233809_r2.fastq.gz,HRS170559
HRR233810_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233810/HRR233810_f1.fastq.gz,HRS170560
HRR233810_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233810/HRR233810_r2.fastq.gz,HRS170560
HRR233811_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233811/HRR233811_f1.fastq.gz,HRS170561
HRR233811_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233811/HRR233811_r2.fastq.gz,HRS170561
HRR233812_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233812/HRR233812_f1.fastq.gz,HRS170562
HRR233812_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233812/HRR233812_r2.fastq.gz,HRS170562
HRR233813_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233813/HRR233813_f1.fastq.gz,HRS170563
HRR233813_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233813/HRR233813_r2.fastq.gz,HRS170563
HRR233814_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233814/HRR233814_f1.fastq.gz,HRS170564
HRR233814_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233814/HRR233814_r2.fastq.gz,HRS170564
HRR233815_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233815/HRR233815_f1.fastq.gz,HRS170565
HRR233815_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233815/HRR233815_r2.fastq.gz,HRS170565
HRR233816_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233816/HRR233816_f1.fastq.gz,HRS170566
HRR233816_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233816/HRR233816_r2.fastq.gz,HRS170566
HRR233817_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233817/HRR233817_f1.fastq.gz,HRS170567
HRR233817_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233817/HRR233817_r2.fastq.gz,HRS170567
HRR233818_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233818/HRR233818_f1.fastq.gz,HRS170568
HRR233818_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233818/HRR233818_r2.fastq.gz,HRS170568
HRR233819_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233819/HRR233819_f1.fastq.gz,HRS170569
HRR233819_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233819/HRR233819_r2.fastq.gz,HRS170569
HRR233820_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233820/HRR233820_f1.fastq.gz,HRS170570
HRR233820_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233820/HRR233820_r2.fastq.gz,HRS170570
HRR233821_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233821/HRR233821_f1.fastq.gz,HRS170571
HRR233821_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233821/HRR233821_r2.fastq.gz,HRS170571
HRR233822_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233822/HRR233822_f1.fastq.gz,HRS170572
HRR233822_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233822/HRR233822_r2.fastq.gz,HRS170572
HRR233823_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233823/HRR233823_f1.fastq.gz,HRS170573
HRR233823_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233823/HRR233823_r2.fastq.gz,HRS170573
HRR233824_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233824/HRR233824_f1.fastq.gz,HRS170574
HRR233824_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233824/HRR233824_r2.fastq.gz,HRS170574
HRR233825_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233825/HRR233825_f1.fastq.gz,HRS170575
HRR233825_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233825/HRR233825_r2.fastq.gz,HRS170575
HRR233826_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233826/HRR233826_f1.fastq.gz,HRS170576
HRR233826_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233826/HRR233826_r2.fastq.gz,HRS170576
HRR233827_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233827/HRR233827_f1.fastq.gz,HRS170577
HRR233827_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233827/HRR233827_r2.fastq.gz,HRS170577
HRR233828_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233828/HRR233828_f1.fastq.gz,HRS170578
HRR233828_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233828/HRR233828_r2.fastq.gz,HRS170578
HRR233829_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233829/HRR233829_f1.fastq.gz,HRS170579
HRR233829_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233829/HRR233829_r2.fastq.gz,HRS170579
HRR233830_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233830/HRR233830_f1.fastq.gz,HRS170580
HRR233830_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233830/HRR233830_r2.fastq.gz,HRS170580
HRR233831_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233831/HRR233831_f1.fastq.gz,HRS170581
HRR233831_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233831/HRR233831_r2.fastq.gz,HRS170581
HRR233832_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233832/HRR233832_f1.fastq.gz,HRS170582
HRR233832_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233832/HRR233832_r2.fastq.gz,HRS170582
HRR233833_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233833/HRR233833_f1.fastq.gz,HRS170583
HRR233833_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233833/HRR233833_r2.fastq.gz,HRS170583
HRR233834_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233834/HRR233834_f1.fastq.gz,HRS170584
HRR233834_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233834/HRR233834_r2.fastq.gz,HRS170584
HRR233835_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233835/HRR233835_f1.fastq.gz,HRS170585
HRR233835_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233835/HRR233835_r2.fastq.gz,HRS170585
HRR233836_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233836/HRR233836_f1.fastq.gz,HRS170586
HRR233836_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233836/HRR233836_r2.fastq.gz,HRS170586
HRR233837_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233837/HRR233837_f1.fastq.gz,HRS170587
HRR233837_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233837/HRR233837_r2.fastq.gz,HRS170587
HRR233838_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233838/HRR233838_f1.fastq.gz,HRS170588
HRR233838_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233838/HRR233838_r2.fastq.gz,HRS170588
HRR233839_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233839/HRR233839_f1.fastq.gz,HRS170589
HRR233839_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233839/HRR233839_r2.fastq.gz,HRS170589
HRR233840_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233840/HRR233840_f1.fastq.gz,HRS170590
HRR233840_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233840/HRR233840_r2.fastq.gz,HRS170590
HRR233841_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233841/HRR233841_f1.fastq.gz,HRS170591
HRR233841_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233841/HRR233841_r2.fastq.gz,HRS170591
HRR233842_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233842/HRR233842_f1.fastq.gz,HRS170592
HRR233842_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233842/HRR233842_r2.fastq.gz,HRS170592
HRR233843_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233843/HRR233843_f1.fastq.gz,HRS170593
HRR233843_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233843/HRR233843_r2.fastq.gz,HRS170593
HRR233844_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233844/HRR233844_f1.fastq.gz,HRS170594
HRR233844_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233844/HRR233844_r2.fastq.gz,HRS170594
HRR233845_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233845/HRR233845_f1.fastq.gz,HRS170595
HRR233845_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233845/HRR233845_r2.fastq.gz,HRS170595
HRR233846_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233846/HRR233846_f1.fastq.gz,HRS170596
HRR233846_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233846/HRR233846_r2.fastq.gz,HRS170596
HRR233847_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233847/HRR233847_f1.fastq.gz,HRS170597
HRR233847_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233847/HRR233847_r2.fastq.gz,HRS170597
HRR233848_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233848/HRR233848_f1.fastq.gz,HRS170598
HRR233848_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233848/HRR233848_r2.fastq.gz,HRS170598
HRR233849_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233849/HRR233849_f1.fastq.gz,HRS170599
HRR233849_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233849/HRR233849_r2.fastq.gz,HRS170599
HRR233850_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233850/HRR233850_f1.fastq.gz,HRS170600
HRR233850_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233850/HRR233850_r2.fastq.gz,HRS170600
HRR233851_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233851/HRR233851_f1.fastq.gz,HRS170601
HRR233851_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233851/HRR233851_r2.fastq.gz,HRS170601
HRR233852_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233852/HRR233852_f1.fastq.gz,HRS170602
HRR233852_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233852/HRR233852_r2.fastq.gz,HRS170602
HRR233853_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233853/HRR233853_f1.fastq.gz,HRS170603
HRR233853_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233853/HRR233853_r2.fastq.gz,HRS170603
HRR233854_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233854/HRR233854_f1.fastq.gz,HRS170604
HRR233854_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233854/HRR233854_r2.fastq.gz,HRS170604
HRR233855_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233855/HRR233855_f1.fastq.gz,HRS170605
HRR233855_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233855/HRR233855_r2.fastq.gz,HRS170605
HRR233856_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233856/HRR233856_f1.fastq.gz,HRS170606
HRR233856_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233856/HRR233856_r2.fastq.gz,HRS170606
HRR233857_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233857/HRR233857_f1.fastq.gz,HRS170607
HRR233857_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233857/HRR233857_r2.fastq.gz,HRS170607
HRR233858_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233858/HRR233858_f1.fastq.gz,HRS170608
HRR233858_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233858/HRR233858_r2.fastq.gz,HRS170608
HRR233859_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233859/HRR233859_f1.fastq.gz,HRS170609
HRR233859_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233859/HRR233859_r2.fastq.gz,HRS170609
HRR233860_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233860/HRR233860_f1.fastq.gz,HRS170610
HRR233860_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233860/HRR233860_r2.fastq.gz,HRS170610
HRR233861_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233861/HRR233861_f1.fastq.gz,HRS170611
HRR233861_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233861/HRR233861_r2.fastq.gz,HRS170611
HRR233862_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233862/HRR233862_f1.fastq.gz,HRS170612
HRR233862_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233862/HRR233862_r2.fastq.gz,HRS170612
HRR233863_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233863/HRR233863_f1.fastq.gz,HRS170613
HRR233863_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233863/HRR233863_r2.fastq.gz,HRS170613
HRR233864_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233864/HRR233864_f1.fastq.gz,HRS170614
HRR233864_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233864/HRR233864_r2.fastq.gz,HRS170614
HRR233865_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233865/HRR233865_f1.fastq.gz,HRS170615
HRR233865_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233865/HRR233865_r2.fastq.gz,HRS170615
HRR233866_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233866/HRR233866_f1.fastq.gz,HRS170616
HRR233866_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233866/HRR233866_r2.fastq.gz,HRS170616
HRR233867_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233867/HRR233867_f1.fastq.gz,HRS170617
HRR233867_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233867/HRR233867_r2.fastq.gz,HRS170617
HRR233868_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233868/HRR233868_f1.fastq.gz,HRS170618
HRR233868_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233868/HRR233868_r2.fastq.gz,HRS170618
HRR233869_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233869/HRR233869_f1.fastq.gz,HRS170619
HRR233869_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233869/HRR233869_r2.fastq.gz,HRS170619
HRR233870_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233870/HRR233870_f1.fastq.gz,HRS170620
HRR233870_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233870/HRR233870_r2.fastq.gz,HRS170620
HRR233871_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233871/HRR233871_f1.fastq.gz,HRS170621
HRR233871_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233871/HRR233871_r2.fastq.gz,HRS170621
HRR233872_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233872/HRR233872_f1.fastq.gz,HRS170622
HRR233872_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233872/HRR233872_r2.fastq.gz,HRS170622
HRR233873_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233873/HRR233873_f1.fastq.gz,HRS170623
HRR233873_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233873/HRR233873_r2.fastq.gz,HRS170623
HRR233874_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233874/HRR233874_f1.fastq.gz,HRS170624
HRR233874_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233874/HRR233874_r2.fastq.gz,HRS170624
HRR233875_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233875/HRR233875_f1.fastq.gz,HRS170625
HRR233875_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233875/HRR233875_r2.fastq.gz,HRS170625
HRR233876_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233876/HRR233876_f1.fastq.gz,HRS170626
HRR233876_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233876/HRR233876_r2.fastq.gz,HRS170626
HRR233877_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233877/HRR233877_f1.fastq.gz,HRS170627
HRR233877_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233877/HRR233877_r2.fastq.gz,HRS170627
HRR233878_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233878/HRR233878_f1.fastq.gz,HRS170628
HRR233878_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233878/HRR233878_r2.fastq.gz,HRS170628
HRR233879_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233879/HRR233879_f1.fastq.gz,HRS170629
HRR233879_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233879/HRR233879_r2.fastq.gz,HRS170629
